bin,D_mode,D_mean,D_median,D_std,halflife_mode_min,halflife_mean_min,D_95CI_lower,D_95CI_upper
1,0.32164821689320416,0.8625474202356345,0.7454930569792737,0.588276341523897,2.15498530430246,0.8036047228227619,0.11191899196311045,2.260289576202024
2,0.33393611872333784,0.9075051634522071,0.7828061275115864,0.5799439998699552,2.075687958552964,0.7637942002700784,0.1715916307843235,2.3118295815334395
3,0.08297182906169746,0.4912203136134527,0.1884108182503232,0.5564286337046628,8.354006274159923,1.4110718985969934,0.0628047562667284,1.96632929389717
4,0.3190411367928365,0.8648855789470854,0.7489786343175799,0.5767369288804982,2.172595006173225,0.801432232693468,0.1311799610663003,2.2762332924990147
5,0.26740213535831336,0.8863487652972284,0.7612288240297449,0.5848431572787872,2.5921527501309676,0.7820253242272021,0.1500895916344416,2.294443523440289
