D[0],D[1],D[2],D[3],D[4],gamma,sigma
0.7698546122437324,1.0263974818594015,0.4517939117120634,0.5322791650331183,1.8124955668077238,0.08468348890869484,27.994044502390892
0.7698546122437324,0.4011925603893223,2.1717661295222785,0.5322791650331183,0.6381232196236861,0.07101625321888311,26.57809468329206
0.7698546122437324,0.4011925603893223,2.1717661295222785,0.5322791650331183,0.6381232196236861,0.07562593616592488,26.92829609067409
0.7698546122437324,1.1671160923614046,2.1717661295222785,0.5322791650331183,1.0948729651920968,0.07356151081328026,21.42083493629765
0.7698546122437324,0.4481584660620287,0.6566009410498176,0.5322791650331183,0.7958374723471727,0.07224260653443347,20.223277219371703
0.7698546122437324,0.4481584660620287,0.6566009410498176,0.5160015099766408,0.7958374723471727,0.07299052551584782,29.204132947782234
0.7698546122437324,0.4481584660620287,0.6566009410498176,1.6557057450979913,0.7958374723471727,0.06421674654631525,26.988227536507555
0.7698546122437324,0.4481584660620287,0.6566009410498176,0.617138742373895,0.7958374723471727,0.07170511395419081,19.112417978040682
0.7698546122437324,0.4481584660620287,0.47384996249876954,0.617138742373895,1.0663501344091508,0.07348198572421298,16.564023470727886
0.7698546122437324,0.4481584660620287,0.11446414072069978,0.8649877295382489,1.0663501344091508,0.0731882368506144,18.21978713029445
0.7885578770784427,0.4481584660620287,0.5115639523182656,0.8649877295382489,1.0663501344091508,0.0660662076038019,22.578293538186372
1.4323628817254601,0.6226302186728683,0.4530870362955588,0.881999770332748,1.0663501344091508,0.08218008423236771,21.26693049753178
1.4323628817254601,1.1468019859349325,1.1108755298550645,0.881999770332748,1.0663501344091508,0.07765148875164715,19.704069740976575
0.5597094154707533,1.1468019859349325,1.1108755298550645,1.005313220314292,1.0663501344091508,0.07644546247920814,20.91013851034564
0.5597094154707533,0.9123345765166122,1.1108755298550645,1.005313220314292,1.4503510950969989,0.06802164981891742,18.98186240494479
0.4270633822170014,0.9123345765166122,1.6198762196443488,0.892564644846852,1.4503510950969989,0.07186134605659253,19.97943682137445
0.25533239106960337,0.6905705106717217,1.6198762196443488,0.892564644846852,1.4503510950969989,0.07267241028685847,21.40290138393282
0.9522122408377315,0.6905705106717217,0.9369026252698879,0.892564644846852,1.3353368300145487,0.07188540593117346,24.793529317185182
