D[0],D[1],D[2],D[3],D[4],gamma,sigma
1.0337523515402427,1.1394198937692988,0.14989775673873665,0.11726761470690285,1.808575269014467,0.3957877191414483,49.928088652929304
1.0337523515402427,0.4453701344938148,0.8430533980573177,0.11726761470690285,0.6367430049100453,0.4068978522147674,49.46820545529792
1.0337523515402427,0.4453701344938148,0.8430533980573177,0.11726761470690285,0.6367430049100453,0.423307504713448,48.423860636424315
1.0337523515402427,1.295633823619449,0.8430533980573177,0.11726761470690285,1.092504833568526,0.41198467254756815,60.609068065413496
1.0337523515402427,0.4975077207585719,0.8430533980573177,0.7200690295391784,0.7941161330270834,0.42363505606499985,55.592749030225505
1.0337523515402427,0.4975077207585719,0.8430533980573177,0.6958838992011579,0.7941161330270834,0.4285440966561441,50.47290114664493
1.0337523515402427,0.4975077207585719,0.8430533980573177,0.6958838992011579,0.7941161330270834,0.42195616655044227,51.137236432965615
1.0337523515402427,0.4975077207585719,0.8430533980573177,0.23500462486126372,0.7941161330270834,0.4283242241590841,41.4146764260354
1.0337523515402427,0.4975077207585719,0.5888821196642061,0.23500462486126372,1.06404369562093,0.4123958712836401,66.55428242656448
1.0337523515402427,0.4975077207585719,0.12341269320846253,0.34069539098068147,1.06404369562093,0.4139146014319102,50.909505464453495
1.0525648452360234,0.4975077207585719,0.6406389796472429,0.34069539098068147,1.06404369562093,0.44410884905752523,56.454223548913
1.6481786940492675,0.6911915414412281,0.560561455696265,0.3480732402793347,1.06404369562093,0.44399413344189503,65.56349999999169
1.6481786940492675,1.2730828164360157,1.5033336293092656,0.3480732402793347,1.06404369562093,0.469718393022851,57.76229027886335
0.8135793256548567,1.2730828164360157,1.5033336293092656,0.40196371379934437,1.06404369562093,0.4309263931338189,59.09062543661054
0.8135793256548567,1.012796879015545,1.5033336293092656,0.40196371379934437,1.4472140897979622,0.424919381176185,53.18535729564108
0.6639612682288601,1.012796879015545,2.276425517438166,0.3526622427499303,1.4472140897979622,0.42210701828146346,54.22818891255087
0.45113780263093883,0.7666131219304453,2.276425517438166,0.20966679390794404,1.4472140897979622,0.42837110359611896,50.798857286132474
1.2127790399891218,0.7666131219304453,1.2464857954035198,0.7965339241726369,1.3324485923140943,0.3903761106963135,50.798857286132474
0.2769577083498922,0.2043219327256854,1.2464857954035198,2.1886836962016427,0.7396362903966012,0.4287426607907006,49.335958399875636
2.2738933270437807,0.2043219327256854,0.7160806295262158,2.1886836962016427,0.7396362903966012,0.4279452670469305,55.0633588604292
1.252988411011697,0.4263900764532268,0.7160806295262158,2.162376836815531,0.7396362903966012,0.4187044180839446,62.589481594794854
