,apBin,yBin,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640,660,680,700,720,740,760,780,800,820,840,860,880,900,920,940,960,980,1000,1020,1040,1060,1080,1100,1120,1140,1160,1180,1200,sum_fluo
0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.922605213940367,44.84495815117919,59.122392459742095,82.0680239019777,94.63005354282522,96.64666122949359,113.84931761116836,134.53810044503743,112.20454580930384,111.83796803250128,102.340982000802,83.8138785033526,81.57128350324382,78.56693963690863,61.7742226103719,40.385203764823196,50.00015917605233,59.500136869745184,62.59257852032717,84.38923008223384,71.30596914871633,66.3973383215175,53.7641893858325,46.780468990465494,35.443921094865495,25.522616053713886,30.93445471053437,22.487504860116015,31.160382721547183,31.987274524236337,37.9582896694675,40.7862405336015,34.493116886991835,27.3493572247425,25.777668245723167,26.004731942894665,17.270883030429,7.602028045893349,9.988431866296217,14.761856427429036,18.870385785565954,25.136759255588853,21.796756392178633,2292.1798661833773
1,1.0,2.0,0.0,0.0,0.0,7.931750266794783,1.323059221262985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8892294887192583,4.937624416303733,10.178371301529767,8.727195956268462,8.034816006298383,8.0390053485799,10.037399875064034,16.216059624805265,26.56497100877017,28.117304927092167,33.088141679767,27.462166137727,18.22200785314683,17.852152128475666,19.858046152438664,27.932054630842654,38.98582912196112,49.06925119075968,49.689762618731656,50.84490361074163,50.18598845394117,57.218578308687846,56.577416148131455,64.13125981363959,45.85289699316488,43.74288759488716,35.738265273928334,41.84250618205948,37.28284643117103,32.39834895882938,23.849808632276535,23.169292119900803,22.182187861612686,18.276663545374088,17.337115961038517,17.177463985106016,20.820579785111715,19.407605905401965,19.615763585733,24.731580998228335,26.571597832848667,30.0834449024035,33.88772253286067,36.791600285794665,27.038718898286334,22.490885612033168,23.718157108776335,20.50712135994733,22.147215491334,1378.7766231285896
2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.951654010423916,15.692491263422516,45.99371904517833,48.53501116528062,62.28019907473768,63.27387520185272,69.13260451516491,76.04927978277094,58.880830439496926,57.49391504693042,45.65929905270326,40.78976692835435,33.032918435771336,26.228841067665087,23.23426314311843,19.693281860488003,41.84681936664857,54.91513729452049,56.81885622955115,54.10968723272356,58.80050549987792,49.28241471265259,59.004040257240185,60.9613056248052,61.93383738562341,63.40497102599767,61.16982567363465,60.629498324097746,58.94949488662878,44.88506703939367,36.61477579356895,25.059030784659836,15.493330724503934,15.574481641062155,8.917200459637899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.292229990188
3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.359830737028002,29.536576944730385,44.374885605957815,62.669770539775605,85.37951311737953,100.3701726708033,101.06948681357589,119.80730299874112,115.44282160935127,128.18610064721048,116.86045332228078,102.46324946468333,87.31706448570993,79.37078452836579,44.72678512318856,55.50675266707723,34.16616717083477,18.183656787049564,17.600510392404548,19.611109845707436,22.731234297388422,17.145748513698667,22.108761051828832,27.355155042547697,27.84814233520272,28.985017524622453,27.999991159652165,26.127649082266448,23.24854981041658,26.275695636648496,28.725527503387834,35.98243391758981,40.345718493894765,32.78918149507222,34.87766974914843,25.83862469526333,18.291729651613398,9.033271616601784,5.8089480577665995,6.557585212670183,3.5594305121311005,3.745720382591184,1.1207196545033302,1877.5055008683617
4,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.30445303911222,49.92257839659616,56.285646952819015,62.431057306349,64.6007368397136,61.09123082573035,56.18164615981032,54.53177092525485,46.307990497099354,42.36516539452567,36.314751119762754,33.63923154887015,25.393128990693,15.184142599017001,8.129949443058793,8.351153710623317,11.2147958825998,14.078438054576301,16.942080226552832,20.520550229945503,27.031530929329467,30.81399379623888,33.474844828940654,30.613886353179936,29.001795618887048,26.699394717329934,28.041118641382365,25.554676266856074,22.66913588171805,31.5112447199745,28.838345333424048,25.538727564222597,20.145228101057068,16.37434880681894,8.902101723562367,11.077936284723231,14.520366603823106,13.740131661317266,11.417006553670234,7.949627985192702,6.598586183845616,5.118175037394,3.5336988272074166,0.0,0.0,1174.9564005628054
5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7413866854820395,2.48293899586062,0.22449130623921199,0.0,0.509261890434056,3.2217217166729,25.733258186377164,35.997823706649896,42.67923569663363,49.576585779846475,49.26634944445238,48.2914263595987,49.512389457702554,48.37335063641924,35.88605937642016,22.538500423608102,20.7453009591309,13.87889463767728,13.31370272695288,7.482812239166442,6.178738980288651,12.872097954076121,18.1364888606063,30.166886961847144,43.03651039791324,58.914288212709,55.95335322952046,67.53629345469606,72.28942841945853,69.26047350843439,67.3482165236596,64.8259128839854,51.47403236817199,42.09720273878122,28.80683370475407,32.207986133034936,33.58181354793558,33.61465123062088,22.316037117298,24.306168487981964,27.40082957169354,28.036862594122862,33.65517442096984,27.493030616023436,34.756962403173695,37.09824811129797,1497.8200126583795
6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.201336518495373,4.475400528317873,3.021017570517229,0.6069073058122685,0.0,0.0,0.0,0.0,2.2048700553797858,6.310774140924771,3.4194159518269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.886230461706987,48.77813230636287,53.86618857958687,64.54232534934896,70.21524071866145,70.91961934290242,57.457501296666365,53.7565321311393,39.628403957573944,31.04859297830367,18.721315832008298,14.255456774300542,15.083687202846543,20.018014060823216,24.33676581122652,33.568793639463244,40.47209886997607,51.696144968115604,62.72324689371684,83.82623122971067,100.00468328973857,95.69527594196582,91.1396284215907,89.43489135888015,93.54529272849577,82.98145185482981,77.59470350986749,84.63652554794677,84.97580880786882,78.02673041344738,72.02463958052952,74.08927732343932,60.38596206006115,61.791222066490214,58.029356200224186,66.67071948275398,2182.0664130638443
7,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6937983337516,27.31440059724203,43.43191284397848,48.24200627354138,48.461400733627976,54.72166058430513,55.49088728328797,61.53578806031776,68.34579479701257,58.640911429190226,54.84106556617958,42.65642581099489,39.36864808091651,40.790109570659816,35.98951903735064,31.488471086568797,23.805876188858573,23.547026346473064,39.90962821498306,64.23479256019255,78.35402461784481,76.30648027772634,90.3168718036778,79.50784784835636,84.83617417284484,95.6805633567288,89.65701474597164,87.79657032560944,75.57499645454041,58.3238556675476,50.17607462758353,38.154085727693975,29.840017049794085,25.062967438117887,22.268361914124416,28.97894019833907,21.692027884148526,21.8703354323999,19.961449660493845,17.276656717695595,15.374458488022173,14.68086627410653,16.67514882921231,18.1176793086004,2029.993592220613
8,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76570208923855,9.33845270196745,25.49871044636606,37.9612326075158,42.08393266827174,58.62242270232625,67.90523209296376,74.86163012346186,77.25368518485935,76.67852239407058,61.53077061390463,46.31547140188151,40.19967511610375,34.14153793541551,45.42132021357558,43.00162810539016,43.92342952876409,50.19609031141977,56.06628602290648,56.16283185801748,56.50484082832989,47.70707649145469,33.09562767618472,30.020241597104665,29.70451504492094,22.756143426251725,17.850737427616323,14.880360692327045,13.985146174381864,14.383917611680015,14.483069323685005,15.961439343009973,20.733234889319476,24.809645551297336,24.869251869544506,18.856726650608724,22.829438092448488,20.501677089101587,15.905711694675862,17.02606690547841,22.34380677853864,25.641915185775176,30.735975011934645,54.311603070769685,60.945398859399155,57.70532322797302,1679.477454632232
9,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442877415421743,10.15442848155222,10.82346441632622,4.798612984792421,0.0,0.0,0.0,2.7985681699932803,6.656063524943799,26.7157910243886,48.10905756437592,63.1552233981036,80.8945762686736,79.33158194431181,81.22713832663439,73.68189254353821,64.2148667306632,84.14649201061071,92.44483609043199,105.73341931562295,96.28252968732933,74.8914215584065,73.3182321434512,61.757835089382205,47.66114903797673,45.01133709613984,31.15158061551288,41.2995229924623,48.20085856583478,47.43692606580714,37.70070721551898,30.75471149178348,50.80328344610788,53.057369707430176,60.90509322362802,60.93580722140219,69.94987924939176,1775.4471346179498
10,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.877444225162503,31.105803496283002,36.09171903656025,56.455748100684254,59.344038081714004,59.76955273478075,68.07265211911633,57.502005260146,51.56705207932269,43.834858806411226,68.20413268359027,76.21997473445347,101.37325013330968,121.62778228067563,138.40897441727864,141.37973795491956,131.94940600594467,111.63398414879835,120.490817299636,114.16521931623173,105.92474945567415,98.78611718161643,83.14936979013632,95.42963729670967,91.02109098535229,93.02891125208966,91.30710250753478,92.8770860203701,90.95929614425721,100.94958075316536,102.97236744843485,101.71555650962695,102.36581136109803,83.72026453275559,82.2068510134328,69.13500329969325,60.45048789953165,55.505111096378826,57.680762866794545,3277.2593103296713
11,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0771879845099,35.22029727370131,40.86623494597113,54.433906797942996,60.95039543023013,64.92162150268416,77.3542017470288,73.03039266170781,62.252806075684894,49.25841278657147,43.50113712154319,38.73386429870552,42.771810094425305,50.527223551400084,59.01172393178665,66.31554605322303,77.26197645530202,99.53174008014177,96.9169185972856,93.61866715162033,107.68081514998231,116.09940895398013,114.74958105494228,111.57372189947098,110.42989713617352,97.91799973336859,98.87720142487072,79.51459055480457,73.19661674816108,79.13063061363268,84.16835551138232,88.07665009002851,99.89462824947073,106.92442460822735,109.7572608232509,119.6228713699498,113.20121561280227,100.64992000766124,96.06026760243587,86.62276980927346,93.79871691180907,80.93296908606268,81.17175817856352,3446.6083356717704
12,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.775474759715067,19.665522604838,35.32680095804991,41.1683208804927,48.80265041240179,37.874755064270815,31.8304651319441,30.457678763951133,36.2272417441729,54.9171575554771,61.788329352117564,61.044634893854436,57.09103556115539,49.133856360498385,48.84103442393033,55.779743273218436,60.58623995033687,54.32954987196138,66.91094248826518,72.41340873036187,72.40514652153541,76.99957795934337,70.0340073795706,69.55876042041656,56.81735625937239,50.93858696173367,50.36597353437568,44.29133771014167,37.76687174121663,36.123890659034224,38.699215943801335,39.32903831576044,43.418952385310256,57.8532950487114,68.2198164076485,66.27083483730492,68.66277854053813,73.27341791844606,65.75422375090926,68.25842799662882,82.45652784477998,91.49518735368292,98.8491450154341,105.78788197955821,2468.595095266268
13,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.711278981789199,13.27110309134218,15.883885349545901,23.0092825383988,19.43333262517572,31.582068179375675,41.7556998882171,44.710736629657944,44.51220318253348,43.49024389479051,38.499412628958886,37.36236207167948,42.58251414206542,55.95127973641805,51.295534520844434,41.464970305614166,34.04675199017682,31.316782861584745,26.57325326946498,34.386781359914025,42.301187512294874,50.287672874047836,55.40202923197802,55.80793297149089,45.63907539328088,54.9955341642952,42.7042292974078,44.06979133703434,54.37172981264648,49.85738545460378,50.463917867232304,45.92207766788472,38.21051184333511,41.568045690561505,38.516817794529985,39.27888826482028,45.00478610190481,55.59588042442865,56.38725895913702,1584.224229910462
