apBin,yBin,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640,660,680,700,720,740,760,780,800,820,840,860,880,900,920,940,960,980,1000,1020,1040,1060,1080,1100,1120,1140,1160,1180,1200
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.859970206739772,14.251531471883181,17.985472912578455,21.62980704732323,24.860080697107264,26.368013397421194,26.496521658491897,23.088849755584757,19.140634899911774,17.676738080778406,15.327664923354568,14.445756251414831,20.858130144157972,27.775884998322258,31.96385308479204,38.961761099399425,38.169620061481744,34.9962314302037,35.74310625956661,28.954369808569037,20.877232230074373,13.859223188001065,7.817868157994166,6.861182378822482,12.14150502425058,21.311027606809816,24.83915753079183,32.816688412946526,36.197226762581884,42.86167416169728,46.61717630608978,52.52332068497245,56.226424804573256,56.54050077997715,54.11028152056769,49.708729632333046,38.13090144789483,32.156015726412825,32.993670587588106,31.045155888237165,32.98817947946473,35.215597662170694,40.18635546648863
1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1853466713705099,3.108056487288435,7.878196619158473,13.85466323383697,16.948618878471947,20.08559161765536,29.103226230330137,40.455118390638596,41.584011996532716,40.64488421362879,50.67621137948034,60.49174485001099,66.24925858982458,63.403514338638104,59.12543868088744,57.11157007415618,59.508733360488364,54.329461535034,53.89063156614917,51.386393004462285,48.20376100192851,49.09061289791062,48.09712375280407,49.33575341717677,48.661908970387174,47.3706059465325,47.21861328665214,48.737631565665076,48.19012945371005,45.65430374724547,49.97565364830528,52.72703721848903,62.776908612196074,72.3787596088471,77.78825391079451,84.28427832726742,87.27274256609482,81.07896277919698,67.19222110166628,59.945867077091904,54.39477471257292,49.89506907684285,49.923643420264696,46.82377953603223,46.881097894236596,44.215694851880926
1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.4003598319025998,1.2049155268548115,0.813350884370023,0.16339812079561078,0.0,0.0,0.0,0.0,0.5936188610637885,2.857732142322377,3.79398204917415,13.211504633287696,23.57245387191725,31.340662086259744,38.63033830132914,42.331405702565306,45.43789294017188,45.41997884896679,44.88849570971641,49.61293514304289,46.051721718002845,43.678137581401785,40.83765157826186,44.29709982653051,43.40311172251108,38.67371456031661,38.39552865443519,37.18238132809053,37.48141945765123,40.525472513041834,45.51746771714497,45.48604174850599,47.10232357841313,52.438142048900616,48.01450469980735,49.11107127534959,54.365584827993864,56.66600108060704,61.21007136415574,60.24740126113971,53.54285473187414,49.72143351656906,45.47825497084834,44.19368926239339,37.8216914739573,37.000995603337245,42.52757298732389,40.40656151092791,40.71305857328222,40.5258717967117,44.45251466549408,44.36397747259347,53.01285604720238,54.975022137677065,59.14398649507091
1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.716951337549465,2.791662607853895,2.14684046868742,1.931903715161275,1.929473736506165,1.7367544898759502,3.5811195760176546,8.352834106596825,15.08047172757361,20.868639767809956,23.014875133517194,26.447189901973523,27.627659929838217,33.34810956907204,40.25491477892501,49.7912385258648,53.488987234129084,60.0501226664511,63.07261431995319,61.00273848112651,57.67980556527398,53.82044719111176,45.88504055057215,41.69055319528683,37.10578261804411,38.93530092843564,44.69174691249954,46.74192870938932,44.46546332973258,39.02635751027471,37.49584290960757,36.70238017925655,28.30294633421271,27.60715064005192,23.97618172222758,27.594189625850976,30.291705346002836,34.37185169069315,37.15926783978647,40.32058272891724,48.989600454518275,48.33971248724256,50.46595590538959,54.7484342672415,56.088527383833195
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8891890587563398,3.50622591276253,6.860373684506451,7.225842408326,10.073861868279847,21.43790307559816,23.166556306316405,25.885112001952887,31.20295258123877,33.98827636503507,46.85813373887973,53.92293625722313,58.516640968337775,59.278753058512734,66.77470312586217,75.80459910884721,76.40187799371668,79.32520570812221,61.857114729256786,52.10992556760509,43.54070322264417,38.8974778415991,33.579331643262044,29.93823344144252,26.90463999751667,23.62734353332096,21.174825453983576,20.446905068041183,19.663693458148664,26.802200824929336,31.182902067737594,31.643797756250734,30.82657892482115,33.31063774071353,36.0224194460889,34.922450692177506,36.76174476330318,37.61457053991431,38.00707917236817,34.48412541175914,32.146314025922855,28.175740918715668,28.71497186690592,29.05101620470549
2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.252074696613327,9.197171712540303,9.802959936931483,16.44840005186312,23.42117367734037,30.56454487785953,34.56491873191072,35.89578631599562,34.40537692846341,33.23055215647147,27.570909760161868,24.83034361303341,25.464323066830076,25.60069719761364,23.960655343758393,19.92765994482521,19.665401465423315,18.31098999797084,23.1441750500107,24.905012627670473,34.93371598594129,38.00675829798126,38.864289940876965,41.41329911832253,39.02979008794101,41.143304227651655,40.88510127118174,35.65968676940515,43.09020476947628,45.9034895116873,50.613034627288904,53.101914900586216,59.819169697238834,64.4817462620343,59.11910024620549,52.7091416442821,46.982997922932746,42.53526348500089,43.770025512152834,39.0098422352748,38.007808885296825,38.69562679423949,46.24443193961038,51.995738053989314,53.851429243882336,59.1468548436025
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6090604154811751,0.024409377115248605,3.2111430965322576,4.502916638804518,7.041798168799202,11.13525499699419,13.742284154846459,17.50652983033978,25.078144728780764,33.50918325857778,35.30641708835791,37.40338506068699,45.818094291217015,49.560047952142455,55.492266554642,56.68956157222737,54.39297277535928,55.141978606306814,52.61472394314886,50.97490964989892,48.59476457941072,48.39221644142588,48.36711626551523,46.50370610443223,48.01678242037877,44.31520279625467,38.56838796977017,41.37845789107406,38.968338674978334,41.04127342795821,46.105214439993496,51.49192492990536,59.40621685341101,60.95740485614294,67.03284830156905,75.2891013510565,78.57451889763877,82.44240796167864,79.97047107711987,79.79814762069148,73.36372112781471,71.39901617692878,66.82905912471837,68.01653716611982,66.21382263650642,65.47727563325898,64.00580978143952,60.5081376148595
2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717940875454323,2.4099232779270836,10.145749721856545,20.146229025731596,29.94391349104401,37.16049512649578,43.68488152656197,46.42181784114704,45.81780895473397,50.27131097285518,51.757295335065706,49.11670011536698,48.24964735103394,46.58378235975297,43.58441245910082,41.15421241466377,41.91922116859179,44.14960955133878,50.12126576409526,51.96174789969124,67.36897115708679,70.80882895662393,69.04060942987697,70.32099920879821,73.46021509601734,70.2570980023607,68.20110129610599,72.48081100589977,75.16168109827602,78.1951900702556,72.44667637524543,65.10530215073916,62.61287181790403,56.95585844646424,56.38491180685816,60.777817706056645,62.58862484835223,62.98022777064279,61.85274757263398,58.248800679893016,52.92941938720548,52.05623653520387,54.58148448485745,62.59257136122729,64.91662207753166,69.04426663067912
2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226393812535332,1.9940447198956393,5.185782001289036,8.952726356410937,12.571422031421955,13.968382152995966,13.974945287715729,16.582337666119226,19.328476596321714,22.087124990823217,22.516811973371606,21.379535560761582,21.26690555942019,24.963757908488805,27.32924579287635,35.89305108594568,38.6864143660524,47.35268790313459,49.86661144605552,54.069876196078894,50.229918458594284,53.40505377433509,58.71526580069271,60.848114156020834,59.72970392549511,55.881727186147245,58.337912187315126,56.14248031719967,56.32295388848552,55.80008324238235,54.63966352450087,57.534927901148606,55.77416028438076,58.68188413156832,60.867721208789405,56.133012740814316,55.51624080653961,52.606601675423974,49.88166682214849,51.778924764553004,62.45494447258127,65.703955642116,68.13103777446203,71.23804348101825,76.27082714387564
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5043256925782,1.8554673194606321,1.9510283466223919,3.9669991389570316,5.132904355520912,7.650952718470491,7.451424540294402,7.818913233529226,10.958166530888626,11.136743549183237,17.559981961002084,21.303370647558854,26.73967520668384,35.08757165480269,36.48809916026502,38.593332332388556,38.1491653006497,42.76508204893892,49.312802518116534,48.80783750230249,54.0622647988594,39.50327170320397,38.56844952227415,38.79123094420319,40.65063069761081,43.30548650089345,46.69977421023229,45.333908213670526,43.637700531958345,41.455588996849855,40.404317006453184,38.952338684532094,43.974692150494185,42.5808765594902,42.32420044719714,44.81258340672983,45.07258775281704,46.05796928202951,48.2715132085286,46.00067728370865,44.875319337617064,45.221268757546376,43.45671178361604,41.72111991850116,45.53355821744744,47.273259239853836,49.816164513099785
