apBin,yBin,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500,520,540,560,580,600,620,640,660,680,700,720,740,760,780,800,820,840,860,880,900,920,940,960,980,1000,1020,1040,1060,1080,1100,1120,1140,1160,1180,1200
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2305163900244311,4.600054042464931,6.249438375686628,6.911758046282397,7.483910269837312,8.860726673109937,9.089305709850763,10.335741553433731,15.523686429035237,16.399185911237655,14.624605513197508,17.51266118951593,17.018557084600758,18.4658854418991,17.532277225366688,17.144351390330943,16.989877045660773,16.833440008344496,14.692682296793059,15.967488866002629,15.013803229032172,15.458038701933578,14.684953960905057,15.271949379731575,13.961651171291784,14.852610412855828,15.786986461282709,18.18544205855028,22.28896770323239,26.38905395811512,32.180004900585175,37.2965744122275,40.61118082686054,47.44618770375796,46.08681953366267,47.484275890892405,43.943885092007214,45.21342836047946,41.65329867150438,42.63002232674306,38.09213177142944,37.20215256373042,40.73767273651672
1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7914116100735281,2.2733507240107875,5.048669890983249,6.984109671589984,9.798552598681798,15.719761301357261,20.30935598609222,23.0284182871231,22.562996844676245,21.218309405221035,19.07087600718756,17.80663505183603,17.99225702456334,18.58700440965383,16.80425884345137,15.921293450648097,16.843427102078266,19.866324153806765,23.134999441964165,28.42921512743748,34.64175520857495,37.57324219735383,37.292954581771056,38.413862733978554,34.74424811368649,36.16214729876099,35.85864460374285,34.94908569733066,37.23858104515441,37.09606574138086,37.73567575281767,40.947063074339525,41.71207388798147,36.86748998987717,38.51682748517564,39.78997259220564,39.58588048269905,42.861451172622694,44.37148372417921,46.555700354639676,55.26687958305306
1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.048576344760853,2.969783229435053,3.858300634577168,3.8631264823519587,4.019225140645712,3.3805680270788794,5.373690047289386,6.3045787391664945,7.778316023828493,8.904196577784859,12.33937152532907,14.994467186987363,15.447798119392935,14.964266083026244,16.13832054238293,17.587871941235097,18.569482962391543,19.906845437210276,18.484659635042618,16.9325523533643,19.560330161266304,21.118651951125823,23.78236049675885,25.943947527484244,29.816550297819557,33.58468403668721,38.47943321677066,37.14529209634198,38.700924596542116,36.88416236845484,33.8049132960639,32.07717956023619,30.11444161998879,29.243766951640687,25.987215280023136,28.986435561782457,31.796346133780457,31.833891909068164,30.42949939249316,29.72250111046566,33.83813412599356,36.11875725034054,38.211263589901534
1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6409226106281878,3.1277573632237785,4.0708062983202815,4.0404606784168005,7.864511989648155,11.834194475069514,18.579233826058314,21.13798643694566,26.08855126152726,28.772754098585857,25.481783187166524,26.05090028090143,28.58381173770573,25.955312677857556,22.467629164713173,20.24325743673547,20.076157706340037,17.476595491501936,17.476594604702075,18.198708711217705,17.90311796059233,20.044326619499145,25.620979253569885,27.584625697490672,29.093266541414224,31.588893648387497,35.134800371062795,43.22478438446839,45.34960859856245,49.504881420886925,50.98703394584728,55.93550983393386,55.0942554057662,51.20563508185143,47.74780861531818,44.15976620625644,38.75033803634929,36.39952700434286,34.20591733631119,35.145213518470165,36.336492678909885
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0475639267719887,3.2273720256548084,4.835857715494808,7.087614607523046,8.720292033235772,11.543411897324095,10.755732100454367,11.736896314935912,11.487531823655067,13.121808051253746,14.613013282823132,16.737148946156633,18.0198056544837,17.87522452287282,17.075292515288858,15.750258318163533,14.078496204952105,11.960451046880317,13.91178605520792,13.917000757745955,15.405757564705992,17.760047573842467,17.994185306212966,18.138548142054848,20.478068158443694,20.112487119758285,22.384668885772683,21.210382631192093,21.116704713439486,22.79755623153961,24.915246344110816,27.333026921348395,36.0717577837471,39.98267699078192,41.913646264077165,39.297125266206784,42.73745047437677,41.50713751113112,41.107445667595165,41.679396136828124,43.661241240232705,43.78714187897397,45.821936226355966,49.97776445181364
2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8415813045907683,3.7044510284129317,4.806579581253552,4.804404068627813,4.476796089837116,3.700603704895518,3.025081640950013,3.447797212818768,5.556192731166732,6.353710222959155,6.344424560028345,9.489826274747262,9.213197703951765,11.602106516611515,12.565354779827713,13.470876157281317,14.253477567661733,13.555130154192017,15.26444869658418,17.593293441972634,18.76547333767695,19.061331158705958,19.797192740442952,21.70612400824933,23.71127555686593,26.485112373487667,29.65569271668471,37.01489921020684,42.30560128087353,49.30790999194997,53.35323818486152,54.87728768445275,57.510215520237736,61.7776071403209,57.49229045266742,59.30597577968881,57.4910876988289,58.4416623119473,57.33840657809644,60.46380235763954,57.85657929873337,55.672205885861224,55.84126928916546
2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664518821671815,0.3787796655419684,2.8601645908967783,7.458133372523697,12.112345273605314,17.56015388053279,22.779326212301925,27.937174503895537,30.652773647308784,28.440222076538983,28.0537437119904,24.982743098503803,22.910242196447154,22.317405357112648,20.262737018168803,18.211904747978576,14.904026485847895,16.0992125210043,20.63777264155842,26.04314675362228,32.876914812269455,36.937394133265094,38.857440138586426,40.79838162890638,41.163881112439334,44.45561901728009,43.538590644945494,46.306762038302644,50.30815054644586,53.5622129928852,55.6189334280646,58.79118178266134,58.14708325498824,54.54090322581905,53.471096641157466,52.76594784500869,53.51594885628108,55.44635733486397,52.43171658157589,53.73123455307436,55.47782887520117
2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695511151675366,2.462747068311995,3.199566379893261,3.20356830243821,2.970287609952995,2.3909149536700633,3.9939932863732173,4.550497277091546,5.69202546485511,6.6859404823346225,10.967433777651038,13.529427416467376,14.085569813010336,13.77316372806803,14.775330958573033,15.472082637712688,16.17449442527477,17.947324958160912,16.60155714275823,17.611398347671713,18.32722830049807,21.272935305835908,25.171916440251092,26.413233801573867,30.47747781262339,34.960581531200624,40.04738128210969,40.857871447225705,43.501745460744274,45.92142705620765,46.79373138632019,49.28004805036275,50.280618000975906,51.75154958214021,49.94509522657768,52.916297142418045,55.34028698826883,53.92625190228739,53.41275374081033,53.59903742162228,57.3757295898256,57.41430646283381,60.93141418963257
2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4250117408086893,2.7162103417469656,3.5351738906465604,3.5088211154672213,5.326042641744829,8.900319016941,15.111809602079662,17.694555223400005,22.189522269318626,26.12261527631411,24.646419624859984,26.8450259721479,30.734235619153257,29.438692979691602,28.288825922573157,27.170322700806377,28.38794906155756,27.463216657017437,28.26886664162242,29.904549785537544,31.63250375264607,32.41114032378414,38.478630759348924,42.571891221907066,44.27279287118139,47.89533483079176,53.276734076693906,62.12467178236487,66.3067028309171,71.4757777904,71.3466903685267,74.17808741806797,70.1945521971234,65.19814177914205,61.22112453235277,58.213860098581264,54.80921072727745,55.067178214695055,48.10299215378445,50.32834635049865,54.641615067028084
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648615115005159,4.008569726730421,6.406675184366013,8.525788603958476,10.543822416743645,12.379014945987514,12.44720689638534,15.804657392508291,15.598611983855754,17.708457584533367,17.911576919357948,20.03469226514378,21.611899381877556,21.998659782136148,21.620681743879082,22.199592753501125,23.704945904855364,24.067078327652876,27.180969788383507,24.460730310852014,23.83352531155211,22.43431895703033,21.007128203871382,20.911629238969315,24.05957774104648,24.111606412660855,27.034879972985806,26.746394064370328,29.69285860260759,32.72578727616624,35.23581488296054,35.76596785705269,39.4354083971313,42.50037158159737,44.095542483765165,42.912569212538735,46.847044605769675,47.245349568095634,50.756618191524154,51.45062063066532,58.18940999111819,58.56105986406045,60.93485643899442,65.40195050348048
